distance_km,hour,day_of_week,passengers,weather,is_peak,surge_multiplier,fare
5.253822996064716,6,6,3,1,0,1.3,142.55
24.285506828127428,18,2,3,1,1,1.9000000000000001,683.71
33.553344943066,11,0,1,2,0,1.7,836.39
15.372757232634662,9,6,2,1,1,1.8,425.05
15.587122999818455,4,1,2,0,0,1.0,264.45
22.805062492786924,1,2,5,0,0,1.0,360.94
15.437986535804544,2,5,6,0,0,1.0,266.05
7.520626086865231,13,0,6,0,0,1.0,165.47
11.836611748332423,14,6,2,1,0,1.3,253.36
21.33279877640042,19,5,4,0,1,1.6,512.59
28.984375897831622,12,4,3,1,0,1.3,560.6
18.31153454341219,16,5,2,2,0,1.7,464.5
9.065481865222896,19,6,4,0,1,1.6,247.74
10.100457127586084,3,1,6,0,0,1.0,186.89
4.266815003032154,18,4,1,1,1,1.9000000000000001,143.21
14.753647624508561,14,4,3,0,0,1.0,255.47
29.020575622115242,14,6,1,1,0,1.3,557.61
18.386635467459744,8,4,6,0,1,1.5,429.47
16.80080900954965,2,2,6,1,0,1.3,342.11
15.044571878389787,1,0,2,0,0,1.0,244.34
12.005554510552926,6,2,1,0,0,1.0,194.24
13.308192818160865,8,4,6,0,1,1.5,321.23
26.798144931555505,21,6,3,1,0,1.7,665.99
19.631452955229378,4,1,1,0,0,1.0,303.33
17.353778439195434,16,5,1,0,0,1.0,269.84
16.205550775096956,2,6,1,0,0,1.0,254.17
15.480374488132037,8,4,4,1,1,1.8,421.44
7.985085106835883,7,0,4,2,0,1.7,225.86
22.804685353684263,8,2,2,0,1,1.5,493.26
12.558819867402109,23,0,1,1,0,1.3,266.43
17.502423131951463,16,2,4,0,0,1.0,285.75
21.442236838745227,23,5,3,1,0,1.7,549.15
8.434105348803534,7,6,3,0,0,1.0,153.1
11.481039278367,20,0,6,1,1,1.9000000000000001,357.83
4.275877643670962,13,0,1,0,0,1.0,86.51
24.497589403648444,21,2,2,1,0,1.3,466.63
15.830625127993533,15,6,6,0,0,1.0,266.1
15.812901592242948,17,2,4,2,1,2.3,562.73
17.393733986556256,16,2,6,0,0,1.0,297.37
19.752473305708442,23,3,4,0,0,1.0,322.15
13.511426551245684,6,5,4,0,0,1.0,245.59
1.1980964694802736,19,0,6,1,1,1.9000000000000001,70.87
25.199525707702552,14,3,2,0,0,1.0,383.4
15.428556741582334,6,3,5,0,0,1.0,254.2
3.3108252793790256,1,4,4,1,0,1.3,78.53
7.3187031186231275,1,6,1,0,0,1.0,146.38
5.444172639233247,6,3,4,0,0,1.0,114.42
16.00396011652898,18,3,4,0,1,1.6,391.66
5.113030744113093,5,2,5,1,0,1.3,131.63
20.591197345498593,11,2,6,1,0,1.3,409.32
35.92402572726905,14,1,1,1,0,1.3,686.33
14.695022940781369,12,5,1,1,0,1.3,295.44
35.07012728202657,6,6,1,1,0,1.3,666.64
23.208294895952534,6,0,4,1,0,1.3,453.39
25.472170305081686,14,5,4,0,0,1.0,394.96
11.211212345532937,3,3,3,1,0,1.3,236.04
9.499983336186768,2,3,5,2,0,1.7,276.98
3.9577914685469278,0,0,6,0,0,1.0,101.73
17.21843293697053,6,5,1,1,0,1.3,334.91
4.1591875514454975,8,2,1,1,1,1.8,141.72
14.912248945793143,0,2,3,1,0,1.3,310.14
12.724143238016314,4,0,4,2,0,1.7,341.4
22.401613939922775,14,6,3,0,0,1.0,348.37
22.785908546556488,3,0,3,0,0,1.0,364.42
14.376216135500094,9,2,4,0,1,1.5,331.05
12.566914898935597,1,6,2,2,0,1.7,332.55
13.738597081220822,22,0,6,0,0,1.0,220.93
9.486937752967313,6,6,5,2,0,1.7,270.06
16.004905107544026,23,5,2,0,0,1.4,347.18
11.235237237112434,18,2,2,0,1,1.6,277.82
27.169095177765453,5,0,5,0,0,1.0,421.84
18.14802071696761,14,2,2,1,0,1.3,375.21
10.354024515352503,19,1,4,0,1,1.6,270.82
3.0342042955074966,11,2,2,0,0,1.0,63.88
21.916690675834726,10,2,2,0,1,1.5,494.1
24.0865410735572,2,3,6,2,0,1.7,617.62
26.397494234579455,19,5,2,2,1,2.3,878.46
8.053578531894956,16,6,4,0,0,1.0,168.51
9.012418719879385,6,2,3,1,0,1.3,188.43
30.73734582121432,22,0,1,1,0,1.3,571.07
11.341504062795808,22,4,5,1,0,1.3,238.92
15.596787284921595,17,0,5,0,1,1.6,373.78
25.831473308379003,16,3,4,0,0,1.0,407.19
7.9668057193900434,15,0,1,1,0,1.3,185.49
25.50046821507008,1,1,2,0,0,1.0,378.12
4.575290170380868,4,4,6,0,0,1.0,97.35
39.105769316895895,20,4,5,0,1,1.6,906.25
11.244876720205726,12,6,2,1,0,1.3,238.47
24.856137254721645,10,5,6,1,1,1.8,672.14
19.051867681034533,23,3,4,0,0,1.0,316.69
17.25474585591333,0,5,6,1,0,1.3,359.43
21.751655999070948,22,4,4,0,0,1.0,339.83
25.087849321271253,2,2,6,1,0,1.3,495.54
14.412957537150353,17,3,4,0,1,1.6,361.63
17.658611160131663,20,5,3,0,1,2.0,531.7
12.930207974382908,3,1,4,1,0,1.3,272.35
12.558210282608893,8,4,2,1,1,1.8,351.25
23.526709007220866,10,4,3,0,1,1.5,529.87
10.553747646207192,16,3,2,0,0,1.0,170.14
15.985250531719355,10,4,6,2,1,2.2,535.53
17.736835042759296,2,6,4,0,0,1.0,279.32
21.690028954912282,18,4,3,1,1,1.9000000000000001,614.61
32.77642711680909,19,1,6,0,1,1.6,780.11
6.150980241007378,22,1,1,0,0,1.0,127.53
16.714162001547272,20,3,4,1,1,1.9000000000000001,482.33
6.324922925678523,10,4,3,2,1,2.2,225.7
24.213569568210914,13,5,6,0,0,1.0,387.74
11.231595380924063,5,6,3,0,0,1.0,193.75
10.661063008214715,18,0,3,1,1,1.9000000000000001,335.29
4.938142872770466,20,3,5,0,1,1.6,139.27
19.8628228749976,14,5,3,1,0,1.3,392.86
17.925113400795283,10,1,1,0,1,1.5,402.72
18.006013554360987,17,0,4,0,1,1.6,456.09
10.748768052680317,3,5,4,0,0,1.0,192.12
14.14368818819745,18,5,4,0,1,1.6,339.85
10.796492849430017,2,4,3,0,0,1.0,172.8
13.658934620422585,11,6,4,1,0,1.3,293.46
30.954980391586975,3,3,1,0,0,1.0,456.91
13.75349708045111,23,3,5,1,0,1.3,290.36
25.49897819629164,11,1,1,2,0,1.7,637.22
16.821631619964812,23,2,5,2,0,1.7,456.18
9.588757331103206,0,2,4,1,0,1.3,210.62
15.076704196050374,15,2,6,0,0,1.0,249.7
23.677100992239346,20,3,2,0,1,1.6,568.88
15.576208335602985,1,6,5,1,0,1.3,332.38
4.181833032853311,21,6,1,1,0,1.7,132.51
11.021027245074926,2,1,1,0,0,1.0,167.93
8.063025421244719,15,1,6,2,0,1.7,240.37
17.25962126777059,9,2,2,0,1,1.5,385.6
13.36933180806055,8,0,5,1,1,1.8,364.62
20.799064610606194,13,2,5,0,0,1.0,327.25
7.960900082526131,7,3,1,0,0,1.0,144.45
26.128314276824405,1,0,5,0,0,1.0,417.47
20.888149317574268,10,1,2,0,1,1.5,456.35
6.276920234395285,1,4,5,2,0,1.7,190.63
8.314364540434855,14,5,5,2,0,1.7,249.7
7.993537775626709,17,0,2,0,1,1.6,212.24
14.478783914364064,4,6,4,0,0,1.0,246.87
31.179837842491715,6,1,5,0,0,1.0,482.01
18.877759383936358,22,0,6,0,0,1.0,301.73
18.669758855098564,18,2,1,1,1,1.9000000000000001,533.47
15.62457323845243,18,0,3,0,1,1.6,386.93
8.003887320611293,15,0,1,0,0,1.0,141.51
10.166032078300734,18,0,6,0,1,1.6,282.49
19.99121883029824,16,3,1,1,0,1.3,394.44
1.0733344773078455,12,5,4,0,0,1.0,65.11
12.393657022891476,7,3,4,0,0,1.0,208.78
15.616088807680189,10,5,1,1,1,1.8,424.5
8.624844963210354,17,2,5,2,1,2.3,315.86
26.440778898063854,10,4,1,1,1,1.8,706.71
20.6532055681707,22,3,6,0,0,1.0,324.23
16.871524664035906,8,4,5,1,1,1.8,468.85
22.533789386021624,13,3,2,2,0,1.7,573.47
12.774775235754445,1,1,2,1,0,1.3,269.71
20.71022519992746,16,1,4,0,0,1.0,344.34
26.597407837088124,20,0,3,0,1,1.6,630.08
22.642977685076165,15,4,3,1,0,1.3,469.96
10.390685080021067,4,0,6,1,0,1.3,240.08
23.058184714220015,0,5,4,0,0,1.0,349.24
20.03046178938078,8,0,2,0,1,1.5,445.53
20.241054680049604,2,3,4,1,0,1.3,414.61
1.4158611175729259,13,3,2,0,0,1.0,47.87
11.811170010551011,17,0,5,0,1,1.6,306.54
21.538784261466063,11,5,6,1,0,1.3,428.46
16.104365594278402,22,3,2,0,0,1.0,255.76
4.042271296752416,13,5,2,1,0,1.3,105.53
12.082796096745133,15,1,2,1,0,1.3,261.79
22.348195595526057,4,1,3,1,0,1.3,440.93
21.039079808157574,19,4,2,0,1,1.6,516.69
12.032534823059715,19,1,1,0,1,1.6,293.73
9.381464828028449,14,5,5,1,0,1.3,217.1
6.21583400844795,8,0,3,2,1,2.2,229.16
14.060105575421696,16,2,1,1,0,1.3,278.01
10.783959404318509,11,3,3,1,0,1.3,227.55
18.58578321720384,12,0,3,0,0,1.0,295.26
16.010566493216043,9,3,1,0,1,1.5,378.14
18.837423008677025,6,4,4,1,0,1.3,379.83
8.870407162563366,23,0,6,0,0,1.0,182.73
25.204356335196778,20,0,6,1,1,1.9000000000000001,709.89
11.048008554790764,6,0,6,0,0,1.0,197.46
23.15954423141731,7,4,4,0,0,1.0,372.81
13.552800734243275,23,0,2,0,0,1.0,213.66
6.411281358313642,14,3,1,0,0,1.0,131.37
8.496114399866451,20,2,2,1,1,1.9000000000000001,254.79
8.41475973564511,17,0,6,0,1,1.6,228.62
9.274705642111604,21,4,4,1,0,1.3,208.8
8.16240648779601,0,4,1,1,0,1.3,174.1
28.29092639384874,9,0,1,0,1,1.5,647.4
6.237360386264105,21,4,1,0,0,1.0,121.11
28.508352881998327,18,6,2,1,1,1.9000000000000001,793.42
24.71435794745587,2,1,3,0,0,1.0,377.28
7.285286700979906,6,5,3,1,0,1.3,157.86
24.983434514249577,3,4,6,0,0,1.0,400.86
6.629764888403546,4,6,3,1,0,1.3,154.49
11.568766983999145,5,6,1,0,0,1.0,196.61
23.290583903498305,9,2,4,0,1,1.5,519.29
28.00423159192057,11,1,2,2,0,1.7,707.01
23.009324291408767,13,3,2,0,0,1.0,353.61
21.868321471521252,21,1,4,0,0,1.0,330.94
28.51513001575929,1,2,3,0,0,1.0,432.9
25.03273473921178,2,5,6,2,0,1.7,644.01
23.954013819075307,0,1,5,0,0,1.0,380.06
19.029137338839416,2,0,4,0,0,1.0,307.48
4.539444086292804,23,4,3,0,0,1.0,99.27
18.758284239720393,14,0,1,0,0,1.0,294.92
4.740985135615808,15,6,4,1,0,1.3,119.84
9.274645171298221,19,0,3,0,1,1.6,253.04
17.687648908615365,1,6,2,0,0,1.0,281.22
28.886923633113692,19,0,5,0,1,1.6,682.86
8.59927519296688,15,6,5,2,0,1.7,258.99
12.08266150579979,14,1,5,0,0,1.0,219.06
29.055688976969115,6,3,3,1,0,1.3,565.59
17.642563800639223,4,6,3,1,0,1.3,354.29
8.030986000354597,4,5,1,0,0,1.0,141.87
12.75479084993837,20,4,5,0,1,1.6,318.0
20.26276402138464,8,1,2,0,1,1.5,467.14
31.421610680945427,22,5,6,1,0,1.7,804.55
22.14478232415,13,0,5,1,0,1.3,447.62
7.74439076494895,18,2,4,1,1,1.9000000000000001,256.41
11.73103264379963,17,2,4,0,1,1.6,307.66
16.893314528526687,8,6,2,2,1,2.2,542.56
1.959666228016817,2,0,3,0,0,1.0,75.14
14.147021502757175,10,6,6,1,1,1.8,396.71
1.4669701811960612,23,3,5,0,0,1.0,62.29
27.266717034468446,14,5,6,0,0,1.0,416.46
24.140628604184243,3,4,4,0,0,1.0,361.93
17.697675714209673,20,6,2,0,1,2.0,524.56
16.568532040636505,23,5,1,0,0,1.4,358.94
19.57866565964236,4,1,4,0,0,1.0,313.13
10.478327465011585,17,3,4,0,1,1.6,279.09
5.620290243129721,21,2,5,0,0,1.0,121.01
27.675756985322785,22,0,3,0,0,1.0,424.68
24.658777001236576,11,1,4,0,0,1.0,378.87
20.10031479135743,0,3,4,2,0,1.7,532.58
20.104689811291916,21,5,5,0,0,1.4,449.81
12.184092319701426,19,3,3,0,1,1.6,311.07
24.080042158635592,1,3,6,0,0,1.0,368.04
27.88272383555839,8,5,1,1,1,1.8,737.6
14.707087795720389,21,1,6,0,0,1.0,237.82
23.966572720723946,17,6,1,0,1,1.6,557.67
5.813924812805387,4,4,1,1,0,1.3,145.81
21.70220096229693,21,5,1,0,0,1.4,450.53
25.082856120847044,13,1,3,0,0,1.0,383.22
28.34822176075061,10,5,1,0,1,1.5,634.66
11.059428806448494,20,0,5,0,1,1.6,291.53
19.692515918152637,21,1,5,0,0,1.0,321.3
13.845976089482887,2,3,5,0,0,1.0,248.24
12.196153131028815,8,4,1,1,1,1.8,335.08
14.024277164426548,1,4,5,0,0,1.0,239.06
17.30499895387942,13,0,5,0,0,1.0,294.29
13.336498410516096,1,0,2,0,0,1.0,213.33
11.526056499119099,20,2,1,0,1,1.6,289.13
26.528234629155055,9,2,5,0,1,1.5,604.0
20.5317759290073,18,2,6,1,1,1.9000000000000001,578.29
4.680111821701458,1,1,3,0,0,1.0,103.36
28.31054587558988,15,4,5,1,0,1.3,552.95
16.058388512984234,5,0,2,1,0,1.3,319.01
13.465180116584671,11,6,3,0,0,1.0,234.14
16.915885826074923,21,2,3,1,0,1.3,351.22
22.752460298656175,6,0,6,0,0,1.0,364.81
17.660474429256478,3,2,6,0,0,1.0,294.91
18.847114402040116,7,1,6,0,0,1.0,302.66
11.086784733615362,18,5,4,0,1,1.6,286.77
16.392970617182428,9,1,2,0,1,1.5,371.68
27.36708515809782,0,3,2,1,0,1.3,538.27
16.630229103358364,4,0,5,0,0,1.0,265.59
25.409487699865796,5,6,2,1,0,1.3,492.46
23.09703473919012,18,5,3,0,1,1.6,545.19
14.029898640161397,17,5,3,1,1,1.9000000000000001,410.93
17.71575546155279,18,3,5,0,1,1.6,434.76
7.0847071340925085,18,5,3,0,1,1.6,197.92
32.70994962063061,22,1,5,0,0,1.0,492.63
5.041760718865658,0,5,6,2,0,1.7,155.95
21.341264239068444,19,6,4,0,1,1.6,519.54
12.715574424282918,10,1,2,0,1,1.5,299.95
20.64990068042322,2,5,2,0,0,1.0,345.83
23.793641066612487,9,5,2,0,1,1.5,538.88
24.671802460668825,6,0,4,0,0,1.0,384.53
15.91269063467033,16,6,2,0,0,1.0,267.16
22.57481272587813,23,3,6,0,0,1.0,366.06
11.48338252255132,15,5,4,1,0,1.3,248.46
20.79496705760008,6,6,4,0,0,1.0,353.5
11.270882189978783,12,5,5,0,0,1.0,207.04
8.260601331448523,11,3,6,1,0,1.3,183.43
25.5095905943988,11,3,1,0,0,1.0,386.46
10.930728785658433,7,0,1,0,0,1.0,170.71
28.828631505756558,7,0,5,1,0,1.3,552.97
17.358698257572733,12,0,5,0,0,1.0,306.89
5.970529747250647,10,4,5,0,1,1.5,176.19
23.938324252221225,0,5,2,1,0,1.3,456.2
4.098811301586081,16,6,3,2,0,1.7,133.51
30.408951019594678,18,1,5,0,1,1.6,718.32
18.9831581888518,12,4,4,1,0,1.3,404.71
11.50050851481376,22,4,1,0,0,1.0,174.17
15.182973871280312,14,1,2,0,0,1.0,241.48
13.944196617636365,23,5,6,1,0,1.7,368.88
19.637360023406735,11,2,3,2,0,1.7,497.66
4.46656284841186,20,2,1,0,1,1.6,134.11
9.207850398296545,16,2,1,0,0,1.0,168.02
12.146935820650116,2,6,1,1,0,1.3,248.91
19.08804484960781,6,0,4,0,0,1.0,304.62
6.687494313171046,1,0,4,0,0,1.0,123.99
12.74506308238298,1,3,4,2,0,1.7,334.34
16.912204644026243,5,6,3,0,0,1.0,276.06
23.629227161925666,3,6,1,1,0,1.3,466.67
15.245735614487478,15,3,5,0,0,1.0,238.69
28.700498918105176,14,4,3,0,0,1.0,431.98
27.971910724603823,9,3,4,0,1,1.5,622.83
18.318239508321223,13,0,4,0,0,1.0,291.37
11.302340613040963,8,4,4,0,1,1.5,273.24
27.343821778111582,14,3,6,1,0,1.3,519.59
16.437547250519202,6,3,2,1,0,1.3,341.74
20.454172849922553,6,6,6,1,0,1.3,413.65
23.7343992916481,7,2,1,1,0,1.3,486.43
28.053549547638283,18,0,5,0,1,1.6,673.43
25.554880142192694,17,4,1,2,1,2.3,857.93
29.109210982544884,16,1,3,0,0,1.0,436.67
14.860630836686473,17,5,2,0,1,1.6,362.23
18.27643077155562,18,3,3,1,1,1.9000000000000001,528.57
17.598340669247673,20,0,4,0,1,1.6,429.99
8.132880175749916,7,4,4,0,0,1.0,146.31
11.943696992557525,12,5,5,1,0,1.3,272.49
14.026816717193158,10,6,1,0,1,1.5,329.54
19.47732792204009,18,0,3,1,1,1.9000000000000001,560.45
25.561460671023823,6,0,6,1,0,1.3,504.76
8.345629838046014,4,4,4,2,0,1.7,246.38
19.633816156255858,4,2,5,0,0,1.0,310.63
10.3346041288261,7,5,5,0,0,1.0,194.21
8.841060503504977,9,2,3,1,1,1.8,255.21
28.954984559715164,4,3,1,0,0,1.0,450.45
20.324614306150405,14,2,2,0,0,1.0,329.03
26.260892793468468,22,3,5,0,0,1.0,404.3
24.723959632378566,15,3,3,0,0,1.0,400.34
20.740395728661845,9,4,4,1,1,1.8,561.82
21.789274367255043,23,0,2,1,0,1.3,444.35
17.636454638382883,7,1,2,0,0,1.0,271.96
16.2219956500193,18,6,1,0,1,1.6,401.02
19.31980309180327,3,1,3,0,0,1.0,309.69
21.450665251296478,13,2,1,0,0,1.0,329.22
13.991680009067023,7,4,5,0,0,1.0,243.59
20.192497814142243,20,1,5,0,1,1.6,502.76
25.383050624426954,13,6,6,2,0,1.7,650.43
22.552925246007895,11,0,3,1,0,1.3,449.63
16.691985849464846,0,3,4,0,0,1.0,273.83
4.298124166355676,22,3,6,1,0,1.3,124.44
5.140110066031929,18,4,6,0,1,1.6,163.56
19.56923472732635,17,2,5,1,1,1.9000000000000001,566.56
16.690935166042824,11,0,5,1,0,1.3,348.65
26.55899731936093,9,6,4,0,1,1.5,592.21
1.7522231245111703,20,2,6,0,1,1.6,89.35
4.817182300945599,0,6,2,0,0,1.0,106.07
13.390804884257804,13,2,3,0,0,1.0,226.59
30.735069127595928,8,4,2,1,1,1.8,806.78
21.668615081265642,14,3,1,0,0,1.0,343.29
15.308725290268631,20,2,4,0,1,1.6,364.61
4.742284014298826,21,6,3,0,0,1.4,128.51
4.794471908430978,22,2,4,1,0,1.3,122.16
15.775949758784892,13,0,4,0,0,1.0,255.07
17.73872971585418,8,5,2,0,1,1.5,404.42
21.640222387551976,10,3,2,0,1,1.5,480.19
6.644869357476243,4,2,1,0,0,1.0,122.27
16.520798868075573,11,5,3,0,0,1.0,257.88
15.186171707566073,15,1,4,2,0,1.7,402.75
18.592370777566725,19,6,6,0,1,1.6,466.01
19.267704680017946,2,5,1,0,0,1.0,310.16
19.184731952159872,4,1,4,0,0,1.0,310.98
26.045711048806677,18,6,1,1,1,1.9000000000000001,720.33
21.90363286861928,4,3,4,0,0,1.0,335.81
16.783557607541248,23,3,2,1,0,1.3,334.25
29.640815062751052,17,4,5,1,1,1.9000000000000001,825.91
13.171757784627475,3,5,1,2,0,1.7,340.44
15.130390303076592,23,6,1,0,0,1.4,347.99
24.28350561780577,14,2,5,0,0,1.0,385.61
6.819773929913228,4,1,2,1,0,1.3,162.75
22.22199018439383,7,5,1,0,0,1.0,345.59
8.660790839461256,15,1,2,1,0,1.3,187.6
29.01679896868089,21,6,6,0,0,1.4,611.83
7.6174935933115355,0,3,4,0,0,1.0,150.22
18.976252229866507,4,6,6,2,0,1.7,501.35
28.239278744076273,17,3,4,2,1,2.3,949.68
19.935088733024408,15,0,5,0,0,1.0,325.19
23.188909634015243,22,0,3,0,0,1.0,356.81
25.728567529717484,9,6,2,0,1,1.5,561.73
23.77677328650186,3,3,3,0,0,1.0,379.4
13.97423210234909,17,0,3,0,1,1.6,344.26
28.044080724558572,16,3,2,0,0,1.0,421.82
17.518058338559296,20,5,3,2,1,2.7,691.16
15.820130303220102,12,3,1,0,0,1.0,255.95
7.733688853823181,7,4,4,1,0,1.3,174.45
8.229624870577497,7,0,6,0,0,1.0,169.12
21.66027594263366,11,2,5,0,0,1.0,354.94
1.9855613678067205,17,2,2,0,1,1.6,81.58
4.116187025371052,5,5,5,0,0,1.0,92.04
23.981724698429677,6,4,6,1,0,1.3,493.34
24.993477833557805,16,6,4,2,0,1.7,642.08
21.498794408619823,4,2,5,0,0,1.0,335.66
19.90707175380346,21,2,2,1,0,1.3,399.7
12.272337052100983,22,5,5,0,0,1.4,282.84
30.942246519661346,18,5,3,0,1,1.6,733.82
21.74175435586417,7,4,3,0,0,1.0,341.57
12.585170536770862,18,1,4,1,1,1.9000000000000001,372.95
30.288393012425114,7,4,3,0,0,1.0,483.55
3.7599859729972738,20,4,5,0,1,1.6,129.0
14.26192490278077,18,0,1,2,1,2.3,486.04
17.76229162633203,6,2,5,0,0,1.0,285.57
8.029826576397943,2,6,1,0,0,1.0,159.59
20.386678738805387,5,2,5,1,0,1.3,408.78
6.475299698084457,7,1,1,0,0,1.0,115.67
5.3493966351618,17,6,1,0,1,1.6,152.8
5.0565703063258605,14,4,2,0,0,1.0,103.87
29.140709622401577,23,3,2,2,0,1.7,739.34
12.460505452215736,16,1,6,0,0,1.0,229.76
13.71108700737358,3,1,5,0,0,1.0,230.21
20.387714623281674,6,2,3,0,0,1.0,328.7
27.48075414180971,16,2,2,0,0,1.0,418.34
21.117764272591817,21,2,1,1,0,1.3,410.57
16.682341069228862,5,2,5,0,0,1.0,288.59
14.13181583903398,12,1,3,0,0,1.0,250.17
5.900773909184383,6,5,5,0,0,1.0,126.16
7.696457458474749,8,4,1,2,1,2.2,264.79
14.941939220257563,22,5,2,0,0,1.4,319.79
29.944320893894144,18,5,2,0,1,1.6,710.83
12.436826470998351,19,2,4,1,1,1.9000000000000001,380.27
32.51959491805841,12,0,4,1,0,1.3,631.88
15.138708238543353,14,1,6,1,0,1.3,327.19
27.991541682500007,16,6,6,0,0,1.0,433.1
7.6867512726591425,4,6,6,0,0,1.0,146.09
12.17353973518025,22,3,5,0,0,1.0,213.45
26.18184366150324,18,3,5,1,1,1.9000000000000001,721.35
13.402595679117189,5,4,3,0,0,1.0,220.76
27.317714516563218,11,1,6,0,0,1.0,432.03
11.34284797015041,14,1,2,0,0,1.0,174.41
16.515808296321637,14,1,6,2,0,1.7,425.84
27.33987930592788,2,5,2,1,0,1.3,531.57
13.664082872357374,3,0,6,0,0,1.0,224.81
17.85773218585213,4,6,4,0,0,1.0,285.27
15.035092863020786,5,6,1,0,0,1.0,227.28
21.222501666925993,5,0,1,0,0,1.0,335.31
22.90946920556725,16,5,6,1,0,1.3,468.78
17.469836430846488,7,2,4,1,0,1.3,344.88
18.799917770658414,18,5,5,1,1,1.9000000000000001,542.86
22.805106483003158,19,3,6,2,1,2.3,775.8
17.42908463304018,23,6,6,0,0,1.4,388.38
28.326519371392987,20,5,2,1,1,2.3,958.98
9.211614004146313,21,0,2,1,0,1.3,193.58
18.131451262982115,12,3,6,0,0,1.0,306.99
9.847868193777847,14,5,2,2,0,1.7,282.98
20.906119481739466,16,1,1,2,0,1.7,516.77
8.806736743503864,23,0,5,1,0,1.3,209.28
4.692030887167675,20,3,6,0,1,1.6,141.31
12.609349673552623,16,0,1,0,0,1.0,214.72
24.83364056958835,22,1,5,2,0,1.7,625.85
28.696066201362868,1,1,4,0,0,1.0,436.41
22.00033022156587,21,1,5,1,0,1.3,436.3
22.692653153393817,2,2,1,1,0,1.3,438.39
21.75966639116092,21,5,2,1,0,1.7,558.95
8.642043415710932,8,3,1,0,1,1.5,218.43
20.141824170273242,5,6,4,0,0,1.0,325.13
14.179240157880587,0,2,2,1,0,1.3,290.2
22.096998261770054,21,6,1,0,0,1.4,464.04
24.944785262038483,18,4,2,1,1,1.9000000000000001,701.61
18.780179158684092,3,4,4,1,0,1.3,374.42
15.187745204762454,12,6,5,0,0,1.0,249.78
8.608075701245593,19,6,5,0,1,1.6,241.28
3.9608991163955336,7,6,3,1,0,1.3,112.26
13.558881785218967,22,0,2,0,0,1.0,234.15
19.116399884404746,4,0,6,0,0,1.0,290.46
13.508554537319357,9,0,4,2,1,2.2,466.87
3.1196686646738447,19,6,1,0,1,1.6,110.34
12.297923345052087,18,2,6,2,1,2.3,446.6
17.54786298278702,11,5,1,0,0,1.0,265.82
23.727355995027,0,1,3,1,0,1.3,464.47
16.851100568757673,8,0,1,0,1,1.5,383.52
14.458866560881528,23,0,4,0,0,1.0,242.82
28.363353880275312,15,5,4,2,0,1.7,728.31
5.0590361594672695,16,4,5,0,0,1.0,113.52
2.500662462471533,17,6,2,0,1,1.6,100.45
16.655914505466203,13,1,2,1,0,1.3,349.34
20.391780015303958,16,2,1,1,0,1.3,409.7
25.39618172936527,0,5,2,2,0,1.7,641.27
30.504932161572512,20,1,3,0,1,1.6,730.27
